鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數Eng
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號二十一樓之６,13.04,商,,,1080216,土地1建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,170.73,3,2,2,有,有,12000000,80242.0,坡道平面,36.76,1250000,,RPOQMLKLMHOFFIB28CA,79.43,1.11,8.59,,,22.0
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號十九樓之６,13.04,商,,,1080213,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,170.73,3,2,2,有,有,12000000,80242.0,坡道平面,36.76,1250000,,RPPQMLKLMHOFFIB38CA,79.43,1.11,8.59,,,22.0
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號二十一樓之７,13.04,商,,,1080220,土地1建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,170.73,3,2,2,有,有,11950000,79122.0,坡道平面,36.76,1350000,,RPQQMLKLMHOFFIB48CA,79.43,1.11,8.59,,,22.0
大里區,房地(土地+建物),臺中市大里區中興路二段455巷6之1號,88.83,住,,,1080311,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,740225.0,104.63,3,2,2,有,無,5700000,54478.0,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：；108年山里登007530號,RPVPMLQKMHOFFIB76CA,104.63,0.0,0.0,,,2.0
大里區,房地(土地+建物),臺中市大里區中興路二段455巷6之1號,88.83,住,,,1080311,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,740225.0,104.63,3,2,2,有,無,5700000,54478.0,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：；108年山里登007520號,RPWPMLQKMHOFFIB86CA,104.63,0.0,0.0,,,2.0
大里區,房地(土地+建物),臺中市大里區立新二街１０１號,129.38,商,,,1080318,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,950512.0,407.31,5,3,5,有,無,29000000,71199.0,,0.0,0,,RPUPMLLKMHOFFIB78CA,387.95,0.0,19.36,,,4.0
大里區,房地(土地+建物),臺中市大里區西榮路１８４巷２號,87.0,住,,,1080218,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,750425.0,127.6,4,2,3,有,無,12300000,96395.0,,0.0,0,,RPVPMLLKMHOFFIB88CA,122.17,0.0,5.43,,,2.0
大里區,房地(土地+建物)+車位,臺中市大里區益民路二段２６１巷３１之１號,15.0,住,,,1080309,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,821223.0,82.6,2,2,2,有,無,3400000,41162.0,升降機械,0.0,0,,RPUOMLLKMHOFFIB68CA,44.66,0.0,7.7,,,6.0
大里區,房地(土地+建物)+車位,臺中市大里區光正路５８號七樓之１,33.86,,鄉村區,乙種建築用地,1080315,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040519.0,169.09,3,2,2,有,有,7800000,46129.0,坡道平面,0.0,0,,RPPRMLPKMHOFFIB88CA,76.27,6.35,9.2,,,10.0
大雅區,房地(土地+建物),臺中市大雅區中清路三段９９７巷３２號二樓,12.5,住,,,1080312,土地2建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830812.0,110.7,3,2,2,有,有,4300000,38844.0,,0.0,0,,RPXNMLQJNHOFFHB66CA,82.49,0.0,10.02,,,14.0
